destination,passanger,weather,temperature,time,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,Bar_ord,CoffeeHouse_ord,CarryAway_ord,RestaurantLessThan20_ord,Restaurant20To50_ord,age_ord,income_ord,education_ord,Cluster,PC1,PC2
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,1~3,gt8,4~8,1~3,less1,1,0,0,1,2,4,3,2,1,1,3,2,0,1.011130080221358,-1.6882118264205648
Work,Alone,Snowy,30,7AM,1d,Male,21,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,1~3,gt8,4~8,1~3,less1,1,1,0,1,2,4,3,2,1,1,3,2,0,1.011130080221358,-1.6882118264205648
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,0,0,0,1,2,3,2,3,3,5,5,4,0,2.043988795615023,1.0421455537644186
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,1,0,0,1,2,3,2,3,3,5,5,4,0,2.043988795615023,1.0421455537644186
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,1,0,0,1,2,3,2,3,3,5,5,4,0,2.043988795615023,1.0421455537644186
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,1,0,0,1,2,3,2,3,3,5,5,4,0,2.043988795615023,1.0421455537644186
No Urgent Place,Partner,Rainy,55,6PM,2h,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,1,0,0,1,2,3,2,3,3,5,5,4,0,2.043988795615023,1.0421455537644186
Home,Partner,Sunny,30,10PM,2h,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,1,1,0,1,2,3,2,3,3,5,5,4,0,2.043988795615023,1.0421455537644186
Work,Alone,Snowy,30,7AM,1d,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,1,1,0,0,2,3,2,3,3,5,5,4,0,2.043988795615023,1.0421455537644186
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,never,4~8,1~3,4~8,less1,1,0,0,0,0,3,2,3,1,0,0,1,2,-0.10668177525597779,-2.540275614760622
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,never,4~8,1~3,4~8,less1,1,0,0,0,0,3,2,3,1,0,0,1,2,-0.10668177525597779,-2.540275614760622
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,never,4~8,1~3,4~8,less1,1,0,0,0,0,3,2,3,1,0,0,1,2,-0.10668177525597779,-2.540275614760622
No Urgent Place,Partner,Rainy,55,6PM,2h,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,never,4~8,1~3,4~8,less1,1,0,0,0,0,3,2,3,1,0,0,1,2,-0.10668177525597779,-2.540275614760622
Work,Alone,Snowy,30,7AM,1d,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,never,4~8,1~3,4~8,less1,1,1,0,0,0,3,2,3,1,0,0,1,2,-0.10668177525597779,-2.540275614760622
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1,1,0,0,1,2,2,3,2,1,1,0,2,2,0.1681138296835441,-2.1788478587277473
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1,1,0,0,1,2,2,3,2,1,1,0,2,2,0.1681138296835441,-2.1788478587277473
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1,1,0,0,0,2,2,3,2,1,1,0,2,2,0.1681138296835441,-2.1788478587277473
No Urgent Place,Partner,Rainy,55,6PM,2h,Female,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1,1,0,0,1,2,2,3,2,1,1,0,2,2,0.1681138296835441,-2.1788478587277473
Work,Alone,Snowy,30,7AM,1d,Female,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1,1,1,0,1,2,2,3,2,1,1,0,2,2,0.1681138296835441,-2.1788478587277473
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,less1,less1,less1,0,0,0,0,2,0,1,1,1,3,6,4,2,-1.5141267490775814,1.0807160925461048
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,less1,less1,less1,1,0,0,1,2,0,1,1,1,3,6,4,2,-1.5141267490775814,1.0807160925461048
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,less1,less1,less1,1,0,0,1,2,0,1,1,1,3,6,4,2,-1.5141267490775814,1.0807160925461048
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,less1,less1,less1,1,0,0,0,2,0,1,1,1,3,6,4,2,-1.5141267490775814,1.0807160925461048
Home,Partner,Sunny,30,10PM,2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,less1,less1,less1,1,1,0,0,2,0,1,1,1,3,6,4,2,-1.5141267490775814,1.0807160925461048
Work,Alone,Snowy,30,7AM,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,1~3,never,less1,less1,less1,1,1,0,1,2,0,1,1,1,3,6,4,2,-1.5141267490775814,1.0807160925461048
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,0,0,0,0,0,1,4,3,1,3,3,4,3,0.45934343131280664,0.14108428972714335
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,1,0,0,0,0,1,4,3,1,3,3,4,3,0.45934343131280664,0.14108428972714335
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,1,0,0,0,0,1,4,3,1,3,3,4,3,0.45934343131280664,0.14108428972714335
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,1,0,0,0,0,1,4,3,1,3,3,4,3,0.45934343131280664,0.14108428972714335
Home,Partner,Sunny,30,10PM,2h,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,1,1,0,0,0,1,4,3,1,3,3,4,3,0.45934343131280664,0.14108428972714335
Work,Alone,Snowy,30,7AM,1d,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,never,less1,gt8,4~8,less1,1,1,0,0,0,1,4,3,1,3,3,4,3,0.45934343131280664,0.14108428972714335
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,21,Single,0,Some college - no degree,Student,$100000 or More,less1,1~3,1~3,less1,less1,1,0,0,1,1,2,2,1,1,1,8,2,2,-0.7207416227214164,-0.08108634365490758
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,21,Single,0,Some college - no degree,Student,$100000 or More,less1,1~3,1~3,less1,less1,1,0,0,1,1,2,2,1,1,1,8,2,2,-0.7207416227214164,-0.08108634365490758
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,21,Single,0,Some college - no degree,Student,$100000 or More,less1,1~3,1~3,less1,less1,1,0,0,1,1,2,2,1,1,1,8,2,2,-0.7207416227214164,-0.08108634365490758
Work,Alone,Snowy,30,7AM,1d,Male,21,Single,0,Some college - no degree,Student,$100000 or More,less1,1~3,1~3,less1,less1,1,1,0,1,1,2,2,1,1,1,8,2,2,-0.7207416227214164,-0.08108634365490758
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,36,Single,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,less1,less1,1~3,less1,less1,1,0,0,1,1,1,2,1,1,4,1,1,2,-1.6240054808850806,-1.3944896300951377
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,36,Single,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,less1,less1,1~3,less1,less1,1,0,0,1,1,1,2,1,1,4,1,1,2,-1.6240054808850806,-1.3944896300951377
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,36,Single,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,less1,less1,1~3,less1,less1,1,0,0,0,1,1,2,1,1,4,1,1,2,-1.6240054808850806,-1.3944896300951377
Work,Alone,Snowy,30,7AM,1d,Female,36,Single,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,less1,less1,1~3,less1,less1,1,1,0,0,1,1,2,1,1,4,1,1,2,-1.6240054808850806,-1.3944896300951377
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,1~3,never,1~3,4~8,1~3,1,0,0,1,2,0,2,3,2,2,2,4,3,0.4106466201837657,-0.09503143724181687
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,1~3,never,1~3,4~8,1~3,1,0,0,1,2,0,2,3,2,2,2,4,3,0.4106466201837657,-0.09503143724181687
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,1~3,never,1~3,4~8,1~3,1,0,0,1,2,0,2,3,2,2,2,4,3,0.4106466201837657,-0.09503143724181687
Work,Alone,Snowy,30,7AM,1d,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,1~3,never,1~3,4~8,1~3,1,1,0,1,2,0,2,3,2,2,2,4,3,0.4106466201837657,-0.09503143724181687
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8,1,0,0,0,2,2,3,3,3,6,0,2,0,1.6872471734776904,-0.8898802763341126
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8,1,0,0,0,2,2,3,3,3,6,0,2,0,1.6872471734776904,-0.8898802763341126
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8,1,0,0,1,2,2,3,3,3,6,0,2,0,1.6872471734776904,-0.8898802763341126
Work,Alone,Snowy,30,7AM,1d,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,1~3,1~3,4~8,4~8,4~8,1,1,0,1,2,2,3,3,3,6,0,2,0,1.6872471734776904,-0.8898802763341126
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,36,Married partner,1,Some college - no degree,Unemployed,Less than $12500,never,never,4~8,less1,less1,0,0,0,0,0,0,3,1,1,4,0,2,2,-1.8310123246768997,-1.0696940035729026
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,36,Married partner,1,Some college - no degree,Unemployed,Less than $12500,never,never,4~8,less1,less1,1,0,0,0,0,0,3,1,1,4,0,2,2,-1.8310123246768997,-1.0696940035729026
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,36,Married partner,1,Some college - no degree,Unemployed,Less than $12500,never,never,4~8,less1,less1,1,0,0,0,0,0,3,1,1,4,0,2,2,-1.8310123246768997,-1.0696940035729026
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,36,Married partner,1,Some college - no degree,Unemployed,Less than $12500,never,never,4~8,less1,less1,1,0,0,0,0,0,3,1,1,4,0,2,2,-1.8310123246768997,-1.0696940035729026
Home,Partner,Sunny,30,10PM,2h,Female,36,Married partner,1,Some college - no degree,Unemployed,Less than $12500,never,never,4~8,less1,less1,1,1,0,0,0,0,3,1,1,4,0,2,2,-1.8310123246768997,-1.0696940035729026
Work,Alone,Snowy,30,7AM,1d,Female,36,Married partner,1,Some college - no degree,Unemployed,Less than $12500,never,never,4~8,less1,less1,1,1,0,0,0,0,3,1,1,4,0,2,2,-1.8310123246768997,-1.0696940035729026
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,50plus,Divorced,1,Some college - no degree,Production Occupations,$37500 - $49999,1~3,4~8,4~8,gt8,4~8,1,0,0,1,2,3,3,4,3,7,3,2,0,2.748997964550089,-0.055017034083386755
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,50plus,Divorced,1,Some college - no degree,Production Occupations,$37500 - $49999,1~3,4~8,4~8,gt8,4~8,1,0,0,1,2,3,3,4,3,7,3,2,0,2.748997964550089,-0.055017034083386755
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,50plus,Divorced,1,Some college - no degree,Production Occupations,$37500 - $49999,1~3,4~8,4~8,gt8,4~8,1,0,0,1,2,3,3,4,3,7,3,2,0,2.748997964550089,-0.055017034083386755
Work,Alone,Snowy,30,7AM,1d,Male,50plus,Divorced,1,Some college - no degree,Production Occupations,$37500 - $49999,1~3,4~8,4~8,gt8,4~8,1,1,0,1,2,3,3,4,3,7,3,2,0,2.748997964550089,-0.055017034083386755
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,21,Single,0,Some college - no degree,Computer & Mathematical,Less than $12500,never,4~8,4~8,4~8,never,1,0,0,0,0,3,3,3,0,1,0,2,2,-0.1423704536189885,-2.067414142328083
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,21,Single,0,Some college - no degree,Computer & Mathematical,Less than $12500,never,4~8,4~8,4~8,never,1,0,0,0,0,3,3,3,0,1,0,2,2,-0.1423704536189885,-2.067414142328083
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,21,Single,0,Some college - no degree,Computer & Mathematical,Less than $12500,never,4~8,4~8,4~8,never,1,0,0,0,0,3,3,3,0,1,0,2,2,-0.1423704536189885,-2.067414142328083
Work,Alone,Snowy,30,7AM,1d,Male,21,Single,0,Some college - no degree,Computer & Mathematical,Less than $12500,never,4~8,4~8,4~8,never,1,1,0,0,0,3,3,3,0,1,0,2,2,-0.1423704536189885,-2.067414142328083
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,50plus,Single,0,Bachelors degree,Management,$100000 or More,1~3,4~8,4~8,1~3,less1,1,0,0,1,2,3,3,2,1,7,8,4,3,0.9750908549236827,1.8530039427958023
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,50plus,Single,0,Bachelors degree,Management,$100000 or More,1~3,4~8,4~8,1~3,less1,1,0,0,1,2,3,3,2,1,7,8,4,3,0.9750908549236827,1.8530039427958023
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,50plus,Single,0,Bachelors degree,Management,$100000 or More,1~3,4~8,4~8,1~3,less1,1,0,0,1,2,3,3,2,1,7,8,4,3,0.9750908549236827,1.8530039427958023
Work,Alone,Snowy,30,7AM,1d,Male,50plus,Single,0,Bachelors degree,Management,$100000 or More,1~3,4~8,4~8,1~3,less1,1,1,0,1,2,3,3,2,1,7,8,4,3,0.9750908549236827,1.8530039427958023
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1,0,0,0,0,1,3,4,2,1,5,6,5,3,1.0913024092479384,1.4025633259837436
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1,1,0,0,0,1,3,4,2,1,5,6,5,3,1.0913024092479384,1.4025633259837436
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1,1,0,0,0,1,3,4,2,1,5,6,5,3,1.0913024092479384,1.4025633259837436
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1,1,0,0,0,1,3,4,2,1,5,6,5,3,1.0913024092479384,1.4025633259837436
Home,Partner,Sunny,30,10PM,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1,1,1,0,1,1,3,4,2,1,5,6,5,3,1.0913024092479384,1.4025633259837436
Work,Alone,Snowy,30,7AM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,less1,4~8,gt8,1~3,less1,1,1,0,0,1,3,4,2,1,5,6,5,3,1.0913024092479384,1.4025633259837436
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,never,gt8,gt8,gt8,less1,1,0,0,0,0,4,4,4,1,0,3,2,0,1.957158897157412,-1.7581613269437526
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,never,gt8,gt8,gt8,less1,1,0,0,0,0,4,4,4,1,0,3,2,0,1.957158897157412,-1.7581613269437526
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,never,gt8,gt8,gt8,less1,1,0,0,0,0,4,4,4,1,0,3,2,0,1.957158897157412,-1.7581613269437526
Work,Alone,Snowy,30,7AM,1d,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,never,gt8,gt8,gt8,less1,1,1,0,1,0,4,4,4,1,0,3,2,0,1.957158897157412,-1.7581613269437526
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,less1,gt8,gt8,gt8,less1,1,0,0,1,1,4,4,4,1,2,1,4,0,2.2776984334593666,-0.9470344178663819
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,less1,gt8,gt8,gt8,less1,1,0,0,1,1,4,4,4,1,2,1,4,0,2.2776984334593666,-0.9470344178663819
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,less1,gt8,gt8,gt8,less1,1,0,0,1,1,4,4,4,1,2,1,4,0,2.2776984334593666,-0.9470344178663819
Work,Alone,Snowy,30,7AM,1d,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,less1,gt8,gt8,gt8,less1,1,1,0,1,1,4,4,4,1,2,1,4,0,2.2776984334593666,-0.9470344178663819
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,never,never,1~3,less1,never,1,0,0,0,0,0,2,1,0,0,2,2,2,-2.5947411518401613,-1.4266108697731892
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,never,never,1~3,less1,never,1,0,0,0,0,0,2,1,0,0,2,2,2,-2.5947411518401613,-1.4266108697731892
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,never,never,1~3,less1,never,1,0,0,0,0,0,2,1,0,0,2,2,2,-2.5947411518401613,-1.4266108697731892
No Urgent Place,Partner,Rainy,55,6PM,2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,never,never,1~3,less1,never,1,0,0,0,0,0,2,1,0,0,2,2,2,-2.5947411518401613,-1.4266108697731892
Work,Alone,Snowy,30,7AM,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,never,never,1~3,less1,never,1,1,0,0,0,0,2,1,0,0,2,2,2,-2.5947411518401613,-1.4266108697731892
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,less1,less1,less1,less1,0,0,0,0,1,1,1,1,1,4,7,4,3,-1.489526408605065,1.566350511725286
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,less1,less1,less1,less1,1,0,0,0,1,1,1,1,1,4,7,4,3,-1.489526408605065,1.566350511725286
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,less1,less1,less1,less1,1,0,0,0,1,1,1,1,1,4,7,4,3,-1.489526408605065,1.566350511725286
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,less1,less1,less1,less1,1,0,0,0,1,1,1,1,1,4,7,4,3,-1.489526408605065,1.566350511725286
Home,Partner,Sunny,30,10PM,2h,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,less1,less1,less1,less1,1,1,0,0,1,1,1,1,1,4,7,4,3,-1.489526408605065,1.566350511725286
Work,Alone,Snowy,30,7AM,1d,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,less1,less1,less1,less1,1,1,0,0,1,1,1,1,1,4,7,4,3,-1.489526408605065,1.566350511725286
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,31,Single,0,Some college - no degree,Transportation & Material Moving,$50000 - $62499,1~3,4~8,4~8,4~8,1~3,1,0,0,1,2,3,3,3,2,3,4,2,0,1.7998237005956657,-0.8164025200526169
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,31,Single,0,Some college - no degree,Transportation & Material Moving,$50000 - $62499,1~3,4~8,4~8,4~8,1~3,1,0,0,1,2,3,3,3,2,3,4,2,0,1.7998237005956657,-0.8164025200526169
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,31,Single,0,Some college - no degree,Transportation & Material Moving,$50000 - $62499,1~3,4~8,4~8,4~8,1~3,1,0,0,1,2,3,3,3,2,3,4,2,0,1.7998237005956657,-0.8164025200526169
Work,Alone,Snowy,30,7AM,1d,Male,31,Single,0,Some college - no degree,Transportation & Material Moving,$50000 - $62499,1~3,4~8,4~8,4~8,1~3,1,1,0,1,2,3,3,3,2,3,4,2,0,1.7998237005956657,-0.8164025200526169
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,1~3,1~3,less1,1,0,0,1,2,3,2,2,1,1,2,4,2,0.3194839591344759,-0.7114213002470775
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,1~3,1~3,less1,1,0,0,1,2,3,2,2,1,1,2,4,2,0.3194839591344759,-0.7114213002470775
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,1~3,1~3,less1,1,0,0,0,2,3,2,2,1,1,2,4,2,0.3194839591344759,-0.7114213002470775
Work,Alone,Snowy,30,7AM,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,1~3,1~3,less1,1,1,0,0,2,3,2,2,1,1,2,4,2,0.3194839591344759,-0.7114213002470775
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$62500 - $74999,4~8,1~3,gt8,gt8,1~3,1,0,0,0,3,2,4,4,2,4,5,4,0,3.0207491749253097,0.42683858277319514
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$62500 - $74999,4~8,1~3,gt8,gt8,1~3,1,0,0,0,3,2,4,4,2,4,5,4,0,3.0207491749253097,0.42683858277319514
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$62500 - $74999,4~8,1~3,gt8,gt8,1~3,1,0,0,0,3,2,4,4,2,4,5,4,0,3.0207491749253097,0.42683858277319514
No Urgent Place,Partner,Rainy,55,6PM,2h,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$62500 - $74999,4~8,1~3,gt8,gt8,1~3,1,0,0,0,3,2,4,4,2,4,5,4,0,3.0207491749253097,0.42683858277319514
Work,Alone,Snowy,30,7AM,1d,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$62500 - $74999,4~8,1~3,gt8,gt8,1~3,1,1,0,0,3,2,4,4,2,4,5,4,0,3.0207491749253097,0.42683858277319514
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,50plus,Single,1,Bachelors degree,Food Preparation & Serving Related,$12500 - $24999,never,1~3,4~8,less1,less1,1,0,0,0,0,2,3,1,1,7,1,4,1,-1.0344212218967201,0.5870766821739238
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,50plus,Single,1,Bachelors degree,Food Preparation & Serving Related,$12500 - $24999,never,1~3,4~8,less1,less1,1,0,0,0,0,2,3,1,1,7,1,4,1,-1.0344212218967201,0.5870766821739238
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,50plus,Single,1,Bachelors degree,Food Preparation & Serving Related,$12500 - $24999,never,1~3,4~8,less1,less1,1,0,0,0,0,2,3,1,1,7,1,4,1,-1.0344212218967201,0.5870766821739238
Work,Alone,Snowy,30,7AM,1d,Female,50plus,Single,1,Bachelors degree,Food Preparation & Serving Related,$12500 - $24999,never,1~3,4~8,less1,less1,1,1,0,0,0,2,3,1,1,7,1,4,1,-1.0344212218967201,0.5870766821739238
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,31,Single,0,Associates degree,Unemployed,Less than $12500,less1,less1,less1,1~3,less1,1,0,0,1,1,1,1,2,1,3,0,3,2,-1.3821336387891983,-0.7180814624954928
