destination,passanger,weather,temperature,time,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,Bar_ord,CoffeeHouse_ord,CarryAway_ord,RestaurantLessThan20_ord,Restaurant20To50_ord,age_ord,income_ord,education_ord
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,1,0,0,1,1,1,2,2,1,5,8,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,1,0,0,1,1,1,2,2,1,5,8,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,1,0,0,1,1,1,2,2,1,5,8,2
Home,Partner,Sunny,30,10PM,2h,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,1,1,0,1,1,1,2,2,1,5,8,2
Work,Alone,Snowy,30,7AM,1d,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,1,1,0,1,1,1,2,2,1,5,8,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,21,Single,0,Some college - no degree,Student,Less than $12500,less1,less1,less1,1~3,1~3,1,0,0,1,1,1,1,2,2,1,0,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,21,Single,0,Some college - no degree,Student,Less than $12500,less1,less1,less1,1~3,1~3,1,0,0,1,1,1,1,2,2,1,0,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,21,Single,0,Some college - no degree,Student,Less than $12500,less1,less1,less1,1~3,1~3,1,0,0,1,1,1,1,2,2,1,0,2
Work,Alone,Snowy,30,7AM,1d,Male,21,Single,0,Some college - no degree,Student,Less than $12500,less1,less1,less1,1~3,1~3,1,1,0,1,1,1,1,2,2,1,0,2
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never,0,0,0,1,1,2,3,2,0,5,6,5
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never,1,0,0,1,1,2,3,2,0,5,6,5
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never,1,0,0,1,1,2,3,2,0,5,6,5
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never,1,0,0,1,1,2,3,2,0,5,6,5
No Urgent Place,Partner,Rainy,55,6PM,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never,1,0,0,1,1,2,3,2,0,5,6,5
Home,Partner,Sunny,30,10PM,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never,1,1,0,0,1,2,3,2,0,5,6,5
Work,Alone,Snowy,30,7AM,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,less1,1~3,4~8,1~3,never,1,1,0,0,1,2,3,2,0,5,6,5
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,never,gt8,4~8,1~3,less1,0,0,0,0,0,4,3,2,1,7,3,1
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,never,gt8,4~8,1~3,less1,1,0,0,0,0,4,3,2,1,7,3,1
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,never,gt8,4~8,1~3,less1,1,0,0,0,0,4,3,2,1,7,3,1
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,never,gt8,4~8,1~3,less1,1,0,0,0,0,4,3,2,1,7,3,1
Home,Partner,Sunny,30,10PM,2h,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,never,gt8,4~8,1~3,less1,1,1,0,0,0,4,3,2,1,7,3,1
Work,Alone,Snowy,30,7AM,1d,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,never,gt8,4~8,1~3,less1,1,1,0,0,0,4,3,2,1,7,3,1
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,less1,gt8,4~8,never,1,0,0,1,4,1,4,3,0,1,6,4
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,less1,gt8,4~8,never,1,0,0,1,4,1,4,3,0,1,6,4
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,less1,gt8,4~8,never,1,0,0,1,4,1,4,3,0,1,6,4
Work,Alone,Snowy,30,7AM,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,less1,gt8,4~8,never,1,1,0,1,4,1,4,3,0,1,6,4
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,21,Unmarried partner,0,Some college - no degree,Unemployed,$87500 - $99999,1~3,gt8,4~8,4~8,less1,1,0,0,1,2,4,3,3,1,1,7,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,21,Unmarried partner,0,Some college - no degree,Unemployed,$87500 - $99999,1~3,gt8,4~8,4~8,less1,1,0,0,1,2,4,3,3,1,1,7,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,21,Unmarried partner,0,Some college - no degree,Unemployed,$87500 - $99999,1~3,gt8,4~8,4~8,less1,1,0,0,0,2,4,3,3,1,1,7,2
No Urgent Place,Partner,Rainy,55,6PM,2h,Female,21,Unmarried partner,0,Some college - no degree,Unemployed,$87500 - $99999,1~3,gt8,4~8,4~8,less1,1,0,0,1,2,4,3,3,1,1,7,2
Work,Alone,Snowy,30,7AM,1d,Female,21,Unmarried partner,0,Some college - no degree,Unemployed,$87500 - $99999,1~3,gt8,4~8,4~8,less1,1,1,0,0,2,4,3,3,1,1,7,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,less1,less1,less1,less1,less1,1,0,0,1,1,1,1,1,1,2,1,4
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,less1,less1,less1,less1,less1,1,0,0,1,1,1,1,1,1,2,1,4
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,less1,less1,less1,less1,less1,1,0,0,0,1,1,1,1,1,2,1,4
Work,Alone,Snowy,30,7AM,1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,less1,less1,less1,less1,less1,1,1,0,0,1,1,1,1,1,2,1,4
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,less1,less1,less1,less1,less1,0,0,0,1,1,1,1,1,1,5,5,3
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,less1,less1,less1,less1,less1,1,0,0,0,1,1,1,1,1,5,5,3
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,less1,less1,less1,less1,less1,1,0,0,0,1,1,1,1,1,5,5,3
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,less1,less1,less1,less1,less1,1,0,0,1,1,1,1,1,1,5,5,3
Home,Partner,Sunny,30,10PM,2h,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,less1,less1,less1,less1,less1,1,1,0,0,1,1,1,1,1,5,5,3
Work,Alone,Snowy,30,7AM,1d,Female,41,Married partner,1,Associates degree,Unemployed,$62500 - $74999,less1,less1,less1,less1,less1,1,1,0,1,1,1,1,1,1,5,5,3
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1,0,0,0,0,0,1,3,2,1,4,8,3
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1,1,0,0,0,0,1,3,2,1,4,8,3
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1,1,0,0,0,0,1,3,2,1,4,8,3
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1,1,0,0,0,0,1,3,2,1,4,8,3
Home,Partner,Sunny,30,10PM,2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1,1,1,0,0,0,1,3,2,1,4,8,3
Work,Alone,Snowy,30,7AM,1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1,1,1,0,0,0,1,3,2,1,4,8,3
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,0,0,1,1,3,2,1,7,1,3
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,0,0,1,1,3,2,1,7,1,3
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,0,0,1,1,3,2,1,7,1,3
No Urgent Place,Partner,Rainy,55,6PM,2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,0,0,1,1,3,2,1,7,1,3
Work,Alone,Snowy,30,7AM,1d,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,less1,less1,4~8,1~3,less1,1,1,0,0,1,1,3,2,1,7,1,3
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,21,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,less1,1~3,4~8,1~3,never,0,0,0,1,1,2,3,2,0,1,2,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,21,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,less1,1~3,4~8,1~3,never,1,0,0,0,1,2,3,2,0,1,2,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,21,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,less1,1~3,4~8,1~3,never,1,0,0,0,1,2,3,2,0,1,2,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,21,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,less1,1~3,4~8,1~3,never,1,0,0,0,1,2,3,2,0,1,2,2
Home,Partner,Sunny,30,10PM,2h,Female,21,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,less1,1~3,4~8,1~3,never,1,1,0,0,1,2,3,2,0,1,2,2
Work,Alone,Snowy,30,7AM,1d,Female,21,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,less1,1~3,4~8,1~3,never,1,1,0,0,1,2,3,2,0,1,2,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,1~3,never,4~8,1~3,less1,1,0,0,1,2,0,3,2,1,2,8,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,1~3,never,4~8,1~3,less1,1,0,0,1,2,0,3,2,1,2,8,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,1~3,never,4~8,1~3,less1,1,0,0,1,2,0,3,2,1,2,8,2
Work,Alone,Snowy,30,7AM,1d,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,1~3,never,4~8,1~3,less1,1,1,0,0,2,0,3,2,1,2,8,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,never,less1,1~3,1~3,1~3,1,0,0,1,0,1,2,2,2,0,8,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,never,less1,1~3,1~3,1~3,1,0,0,1,0,1,2,2,2,0,8,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,never,less1,1~3,1~3,1~3,1,0,0,1,0,1,2,2,2,0,8,2
Work,Alone,Snowy,30,7AM,1d,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,never,less1,1~3,1~3,1~3,1,1,0,1,0,1,2,2,2,0,8,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,0,1,1,4,3,1,3,8,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,0,1,1,4,3,1,3,8,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,0,1,1,4,3,1,3,8,2
No Urgent Place,Partner,Rainy,55,6PM,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,0,1,1,4,3,1,3,8,2
Work,Alone,Snowy,30,7AM,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,1,0,0,1,1,4,3,1,3,8,2
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,less1,1~3,1~3,1~3,less1,0,0,0,1,1,2,2,2,1,7,2,5
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,less1,1~3,1~3,1~3,less1,1,0,0,1,1,2,2,2,1,7,2,5
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,less1,1~3,1~3,1~3,less1,1,0,0,1,1,2,2,2,1,7,2,5
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,less1,1~3,1~3,1~3,less1,1,0,0,1,1,2,2,2,1,7,2,5
Home,Partner,Sunny,30,10PM,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,less1,1~3,1~3,1~3,less1,1,1,0,1,1,2,2,2,1,7,2,5
Work,Alone,Snowy,30,7AM,1d,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,less1,1~3,1~3,1~3,less1,1,1,0,1,1,2,2,2,1,7,2,5
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,0,0,0,0,0,1,2,2,1,1,3,4
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,1,0,0,0,0,1,2,2,1,1,3,4
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,1,0,0,0,0,1,2,2,1,1,3,4
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,1,0,0,0,0,1,2,2,1,1,3,4
Home,Partner,Sunny,30,10PM,2h,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,1,1,0,0,0,1,2,2,1,1,3,4
Work,Alone,Snowy,30,7AM,1d,Female,21,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,never,less1,1~3,1~3,less1,1,1,0,0,0,1,2,2,1,1,3,4
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,21,Single,0,Some college - no degree,Student,Less than $12500,4~8,1~3,4~8,1~3,less1,1,0,0,1,3,2,3,2,1,1,0,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,21,Single,0,Some college - no degree,Student,Less than $12500,4~8,1~3,4~8,1~3,less1,1,0,0,1,3,2,3,2,1,1,0,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,21,Single,0,Some college - no degree,Student,Less than $12500,4~8,1~3,4~8,1~3,less1,1,0,0,1,3,2,3,2,1,1,0,2
No Urgent Place,Partner,Rainy,55,6PM,2h,Male,21,Single,0,Some college - no degree,Student,Less than $12500,4~8,1~3,4~8,1~3,less1,1,0,0,1,3,2,3,2,1,1,0,2
Work,Alone,Snowy,30,7AM,1d,Male,21,Single,0,Some college - no degree,Student,Less than $12500,4~8,1~3,4~8,1~3,less1,1,1,0,1,3,2,3,2,1,1,0,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,1~3,less1,less1,less1,less1,1,0,0,1,2,1,1,1,1,1,7,4
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,1~3,less1,less1,less1,less1,1,0,0,1,2,1,1,1,1,1,7,4
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,1~3,less1,less1,less1,less1,1,0,0,1,2,1,1,1,1,1,7,4
Work,Alone,Snowy,30,7AM,1d,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,1~3,less1,less1,less1,less1,1,1,0,1,2,1,1,1,1,1,7,4
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Male,46,Married partner,1,Bachelors degree,Community & Social Services,$100000 or More,less1,never,1~3,1~3,1~3,0,0,0,0,1,0,2,2,2,6,8,4
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,46,Married partner,1,Bachelors degree,Community & Social Services,$100000 or More,less1,never,1~3,1~3,1~3,1,0,0,1,1,0,2,2,2,6,8,4
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,46,Married partner,1,Bachelors degree,Community & Social Services,$100000 or More,less1,never,1~3,1~3,1~3,1,0,0,1,1,0,2,2,2,6,8,4
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,46,Married partner,1,Bachelors degree,Community & Social Services,$100000 or More,less1,never,1~3,1~3,1~3,1,0,0,0,1,0,2,2,2,6,8,4
Home,Partner,Sunny,30,10PM,2h,Male,46,Married partner,1,Bachelors degree,Community & Social Services,$100000 or More,less1,never,1~3,1~3,1~3,1,1,0,0,1,0,2,2,2,6,8,4
Work,Alone,Snowy,30,7AM,1d,Male,46,Married partner,1,Bachelors degree,Community & Social Services,$100000 or More,less1,never,1~3,1~3,1~3,1,1,0,1,1,0,2,2,2,6,8,4
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,never,1~3,never,never,1,0,0,1,0,0,2,0,0,1,2,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,never,1~3,never,never,1,0,0,1,0,0,2,0,0,1,2,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,never,1~3,never,never,1,0,0,1,0,0,2,0,0,1,2,2
No Urgent Place,Partner,Rainy,55,6PM,2h,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,never,1~3,never,never,1,0,0,1,0,0,2,0,0,1,2,2
Work,Alone,Snowy,30,7AM,1d,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,never,1~3,never,never,1,1,0,1,0,0,2,0,0,1,2,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,less1,1~3,4~8,4~8,4~8,1,0,0,1,1,2,3,3,3,4,2,4
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,less1,1~3,4~8,4~8,4~8,1,0,0,1,1,2,3,3,3,4,2,4
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,less1,1~3,4~8,4~8,4~8,1,0,0,0,1,2,3,3,3,4,2,4
No Urgent Place,Partner,Rainy,55,6PM,2h,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,less1,1~3,4~8,4~8,4~8,1,0,0,0,1,2,3,3,3,4,2,4
Work,Alone,Snowy,30,7AM,1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,less1,1~3,4~8,4~8,4~8,1,1,0,0,1,2,3,3,3,4,2,4
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,1,0,0,0,0,0,2,2,1,1,2,4
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,1,0,0,0,0,0,2,2,1,1,2,4
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,1,0,0,0,0,0,2,2,1,1,2,4
No Urgent Place,Partner,Rainy,55,6PM,2h,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,1,0,0,0,0,0,2,2,1,1,2,4
Work,Alone,Snowy,30,7AM,1d,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,never,never,1~3,1~3,less1,1,1,0,0,0,0,2,2,1,1,2,4
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,0,0,1,4,4,4,4,4,2,3,1
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,0,0,0,4,4,4,4,4,2,3,1
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,0,0,1,4,4,4,4,4,2,3,1
Work,Alone,Snowy,30,7AM,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,gt8,gt8,gt8,gt8,gt8,1,1,0,1,4,4,4,4,4,2,3,1
No Urgent Place,Kid(s),Snowy,30,6PM,1d,Female,26,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,4~8,gt8,1~3,1~3,1~3,0,0,0,1,3,4,2,2,2,2,4,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,26,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,4~8,gt8,1~3,1~3,1~3,1,0,0,1,3,4,2,2,2,2,4,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,26,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,4~8,gt8,1~3,1~3,1~3,1,0,0,1,3,4,2,2,2,2,4,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,26,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,4~8,gt8,1~3,1~3,1~3,1,0,0,1,3,4,2,2,2,2,4,2
Home,Partner,Sunny,30,10PM,2h,Female,26,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,4~8,gt8,1~3,1~3,1~3,1,1,0,1,3,4,2,2,2,2,4,2
Work,Alone,Snowy,30,7AM,1d,Female,26,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,4~8,gt8,1~3,1~3,1~3,1,1,0,1,3,4,2,2,2,2,4,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Female,21,Married partner,0,Some college - no degree,Healthcare Support,$12500 - $24999,less1,1~3,1~3,1~3,less1,1,0,0,1,1,2,2,2,1,1,1,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Female,21,Married partner,0,Some college - no degree,Healthcare Support,$12500 - $24999,less1,1~3,1~3,1~3,less1,1,0,0,1,1,2,2,2,1,1,1,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Female,21,Married partner,0,Some college - no degree,Healthcare Support,$12500 - $24999,less1,1~3,1~3,1~3,less1,1,0,0,0,1,2,2,2,1,1,1,2
No Urgent Place,Partner,Rainy,55,6PM,2h,Female,21,Married partner,0,Some college - no degree,Healthcare Support,$12500 - $24999,less1,1~3,1~3,1~3,less1,1,0,0,1,1,2,2,2,1,1,1,2
Work,Alone,Snowy,30,7AM,1d,Female,21,Married partner,0,Some college - no degree,Healthcare Support,$12500 - $24999,less1,1~3,1~3,1~3,less1,1,1,0,0,1,2,2,2,1,1,1,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,50plus,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,1~3,4~8,1~3,1~3,1,0,0,1,1,2,3,2,2,7,8,2
No Urgent Place,Friend(s),Sunny,55,10PM,2h,Male,50plus,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,1~3,4~8,1~3,1~3,1,0,0,1,1,2,3,2,2,7,8,2
No Urgent Place,Alone,Rainy,55,10AM,1d,Male,50plus,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,1~3,4~8,1~3,1~3,1,0,0,0,1,2,3,2,2,7,8,2
No Urgent Place,Partner,Rainy,55,6PM,2h,Male,50plus,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,1~3,4~8,1~3,1~3,1,0,0,0,1,2,3,2,2,7,8,2
Work,Alone,Snowy,30,7AM,1d,Male,50plus,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,1~3,4~8,1~3,1~3,1,1,0,0,1,2,3,2,2,7,8,2
No Urgent Place,Friend(s),Sunny,80,10PM,1d,Male,26,Single,1,Some High School,Unemployed,Less than $12500,1~3,gt8,4~8,4~8,4~8,1,0,0,1,2,4,3,3,3,2,0,0
